id,评分,评论,时间
闲鱼007,5分 超棒,【景色】单就水而言，天下无双 【趣味】要看老天帮忙不帮忙，出太阳是最好的了 【性价比】绝对是人生必去的 九寨沟景区呈Y字形，由于前几年地震的关系，Y的右边分叉只开放到五花海。所以现在景区里主要的景点有3个瀑布，珍珠滩瀑布（这个瀑布有孙悟空和猪八戒会找你合影），诺日朗瀑布，树正瀑布，这3个都值得去，准备好雨衣☔️或冲锋衣，水会溅你一身。九寨沟大门这里海拔2500多，长海景点很大，海拔是九寨沟景区最高的，3100多，最好是下雪天去，下雪+出太阳最好，可以拍到雪山和海的完美结合，如果不出太阳的话，看不到雪山，一片雾蒙蒙。五彩池景点现在被网围起来了，无法走到池边观看，只能在上面拍照，非常遗憾，这里也需要阳光照射，湖水会有颜色变化，彩虹🌈可遇不可求，没有阳光的话，湖水只是蓝色。五花海景点是必去的，绕湖一周再拍拍照也要一个多小时，湖底很深，但是清澈见底，也是有阳光最好，可以派出清晰的倒影。镜海景点是最需要阳光的，否则阴天的时候，啥倒影都拍不到。犀牛海，老虎海，芦苇海，双龙海，盆景滩景点其实一般，也可能是前面景点太美了，再看这些有些审美疲劳了。景交车从门口直接开到诺日朗中心站，接受调度安排，随机去Y字形的一个岔道，或者到长海下车，走到五彩池坐车回诺日朗中心站，或者到五花海下车，走到静海坐景交车回诺日朗中心站。诺日朗中心站有2个餐厅，一个是在机器上点餐，然后去柜台拿，都是面或饭之类，30多，40多元；另一个是自助餐厅，60元每人，菜稍微多点，管饱。外面有免费开水，如果你带方便面来的话，可以去泡，不过排队的人很多，外面还有20元的客饭。景区早上最好7：45之前到，越早越好，否则排队排死人。旺季景区门票只能用一天，淡季可以用2天，景交车费还是要天天付，里面有中巴车，每位要再加200多元。景区内的藏家，现在不允许住人，景区外的旅馆4星级以下的都差不多，设施一般，五星级的希尔顿和喜来登不错，九寨沟县城里也有个五星级的宾馆。景区外的超市，东西普遍偏贵，龙洲大酒店旁边的副食品超市店价格还算可以。早饭不用担心，旁边都是小饭店。景区外是出租车都是起步费10元。景区大门旁边有长途客运站，可以买票，有九寨沟县城过来的大巴经过这里，可以去机场或成都。如果包车从九寨沟去黄龙机场，要200左右，如果黄龙风景区来九寨沟景区很少有车子，因为车子都集中在九寨沟景区。,2020-10-18
风筝的断线,5分 超棒,景区7:30就开门了，观光大巴基本都会先到Y线的左侧最高处长海，就一个观光台，顺着栈道可以走到最小的海子五彩池，颜色属于深蓝色，因水底有深色水草，倒影会觉得镜面重叠，照片拍出来并不好看。 左线景点就2个，可从五彩池乘观光车到达目前右线的最高点五花海，阴天的时候五花海的景色并没有多好看，而且正面的山在做工程，真的很煞风景。 接下来可以从五花海乘车到珍珠滩，但建议栈道走过去，会路过碧蓝碧蓝的金铃海(真的比五彩池还要好看)，大大小小的流水，厚青苔，高龄松等等，景色虽小但真的很美。 走路的话会先到高珍珠滩的平坡，流水通过钙华的岩石洞，蹦出的水珠挽如一颗颗珍珠，栈道横穿，然后会走到珍珠滩的缓坡小瀑布，建议穿鲜艳衣服拍照，因为水珠拍出来并不立体，有种雪亮光，会让脸色很暗；再往下走千万不要错过珍珠滩瀑布，老版西游记的取景点，丰水期的时候瀑布也很壮观，外套都会被飞溅的流瀑弄湿。 然后走1.7km去镜海停车场上车去镜海，第四大海子，在无风有阳光和彩林的情况下，原型与倒影相映让人的心境都平和了很多。 乘车去诺日朗中心，景区唯一吃饭的地方，往沟口走400多米栈道就能到标志性景点诺日朗瀑布，意为雄伟壮观，2017年地震损坏严重，经人工干预修复现已恢复了它的神采。国内最宽的瀑布，流水的落差吼声，流瀑的飞溅无时无刻不在撞击着你的心。 接下来就是树正沟的海子群了，犀牛海，老虎海，公主海，树正瀑布，树正群海，卧龙海，火花海，双龙海瀑布，芦苇滩，盆景滩，每一个海子都有美丽的传说。如果只有一天时间，可以选择乘车点的几个海子逛逛，如果2天时间，可以分2天走走栈道，建议走外圈的公路栈道，因为高，群山环绕中翠绿的海子，瀑布，灌木丛，随手一拍都是大片。 个人建议双龙海瀑布一定要去，因为火花海的修复使得双龙海瀑布的水流更大，因为钙华岩石分层更多，瀑布层叠更加好看，而且最重要的是人少，可以在这里坐很久，就这么静静地看着瀑布，听着水声，真的特别舒服。犀牛海和老虎海差不多，芦苇滩很长，感觉差不多快有2km，但挽如玉带的海子在大片大片的芦苇丛中静静流淌，真想就地卧倒美美的睡一觉。 最后一站是扎如寺，可以根据个人信仰看看是否进去拜拜或者参观。 “春之春花，夏之流水，秋之彩林，冬之白雪”，九寨沟的景色虽然一年四季都美，但看最美的景色依然需要一些运气与机缘，而九寨沟的景色单从照片与视频无法完全领略，建议亲自来看，真的很值得。,2020-10-12
阿克塔乐,5分 超棒,很不错的美景，一次很惊喜的旅行，太美了,2022-05-13
YANWEI9885,5分 超棒,都说九寨归来不看水，这里真是人间仙境。特别是不同的海子有着不同的美，更为震撼的是众多瀑布的壮美令人流连忘返。今年因地震关闭的景点已经全部开放，强烈推荐。,2022-01-12
M40****092,5分 超棒,十分干净，交通便利。走路7分钟到九寨沟旅游中心。楼下就有吃的，十分方便。房间有中央空调，卫生条件好。老公睡一张床，我带小朋友睡1.8米大床。很方便。,2022-06-13
黄叶1028,5分 超棒,灵秀俊逸的九寨沟，多姿多彩,2022-06-17
刘才丽,5分 超棒,陪家人一起来九寨，这里风景太美了，随手拍一张都是美景，九寨沟景区呈Y状，长海在Y的最左端长海是九寨沟最大的湖泊，深邃幽静，初秋一场大雪，山上的植被也渐渐变得五彩斑斓，映衬在如镜的湖面，更显虚幻迷人。,2022-01-06
风雨同舟Lj,5分 超棒,美丽的风景，水和树相互融合，蓝天白云晴空万里，水蔚蓝，空气清新宜人，大自然的鬼斧神工，真的很喜欢,2022-06-28
320****103,5分 超棒,九寨沟的水是最有特色的，各个海子、不同季节会呈现不同的美丽！据说最美的时候还是10月份！,2022-05-14
倩影影,4分 满意,重建后的九寨，大部分景点还是保留了的，但有一部分还在重建，据说以后还是会恢复。十多年前去过一次，现在看来还是不错的，森林还是好，水也还可以。重点是景区内各个点的大巴车站到车的频次还是很高的，挺方便。如果纯走路的话就很费劲了,2022-03-17
黑哥,5分 超棒,本以为可以看到冰挂，可惜来早了一个月。但是本属于淡季，最喜欢人少的感觉，不拥挤，景美。虽然受到了地震的影响，原来的美景不在了十分遗憾，但是总的来说，九寨沟依然在四季展示着不同的魅力，吸引着全球的宾客！,2022-02-13
aaakuj123,5分 超棒,九寨归来不看水，这句话确实没有错。风景很美，具体的我就不多赘述了，网上很多攻略。天气预报，九寨沟基本每天都是雨天，但是，白天几乎不下雨，特殊的地理环境，导致几乎是每天的傍晚会下雨。所以不要看到天气预报是雨天就发怵。 泡面就不用从外面带了，去景区里的超市买泡面，一桶10块，是给热水泡，外带的我就不清楚了，因为我是带的自热锅。当然旺季，最好是带点面包之类的，吃起来方便，因为露天餐厅座位有限。,2022-01-08
vivianokey,5分 超棒,元旦的九寨也非常值得去！！！ 本来以为冬天的九寨到处都是冰和雪，没想到五彩斑斓的水依然是主题！冬天只有两个海子会结冰，其余的海子依然光彩夺目！ 遗憾的是没有走很多慢慢的欣赏，下次一定早点起床，多走走，多停停，多看看😄,2022-01-03
M21****155,5分 超棒,九寨归来不看水，真不是盖的，第一次来九寨是夏天，这次选择冬天来九寨玩，虽然没有期待的大雪，还是被惊艳到了。九寨风光太特别，太有辨识度，一发朋友圈都知道我去九寨沟玩了😂。等高速修通了，秋天再来一次,2022-01-05
M44****1869,5分 超棒,初春和女儿一起去的九寨沟，真不愧是5A级景区。八十年代开放至今游人依旧络绎不绝，听随车导游小姐姐说诺日朗游客中心的某一商户光卖泡面一年就是八十几万收入。相比之下，现在淡季过来玩耍的性价比非常高。,2022-05-13
Noooooo%,5分 超棒,不是第一次来了。上次还是夏天。冬天的九寨沟别有一番风味 实在是太漂亮了！雪景很美！！落日朗瀑布成了冰柱 非常震撼。遗憾的是没有去到原始森林,2022-02-19
忘狗123,5分 超棒,九寨沟景区需要做景区的游客大巴 在能去熊猫海这些景点看,2022-06-23
135****3367,5分 超棒,美的无法言语,2022-06-17
M25****608,5分 超棒,值得一去，美,2022-06-04
依琼,5分 超棒,风景优美，是我看过最美的大自然。都说出九寨不再看水。,2022-05-20
专伤你的心,5分 超棒,美丽九寨沟欢迎来自世界各地的朋友，九寨归来不看水。,2022-06-19
渔舟唱晚71,5分 超棒,九寨很美，最好多点时间感受，不过走马观花也还行,2022-06-04
自由人^_^》,5分 超棒,九寨沟简直美如仙境，人间童话。一年四季都适宜。,2022-05-30
猫咪格瑞斯,5分 超棒,真的是九寨归来不看水，五颜六色，变化多姿！,2022-06-27
黄偉昱,5分 超棒,风景优美，世界文物之一，漂亮美丽，值得一去,2022-06-20
钟灵毓秀爱跳舞,5分 超棒,自然风光非常不错哦，必不可少的旅游景点。,2022-06-07
kurorolove,5分 超棒,九寨归来不看水不是虚言，景色只应天上有,2022-06-24
wade,5分 超棒,【景色】可以 【趣味】可以 【性价比】可以,2022-06-20
靝丞,5分 超棒,九寨沟不愧是水乡，名不虚传，值得一去…,2022-06-10
M73****47,5分 超棒,九寨归来不看水，莫扯那么多，五星好评！,2022-06-08
小虫子与欣欣,5分 超棒,十年时间，去过五六次了，一直念念不忘呢,2022-06-04
M13****213,5分 超棒,九寨沟的美，一年四季呈现出不一样的风景,2022-06-01
一醉一陶然ranpy,5分 超棒,人少景美。九寨的冬天可以享受到冷酷仙境的趣味，而且全程包车，拍照，吃饭都不用打挤。风景还是没变，长海和熊猫海冻起来了。这次带宝宝一起玩，很开心，还可以玩冰雪。,2022-01-11
遇见值得怀念,5分 超棒,哪里的水最美，当然是九寨沟了，太美了,2022-06-28
东望战点,5分 超棒,景色宜人风景如画服务态度好性价比适宜,2022-06-05
金色梦乡210,5分 超棒,五色海天下第一美景，一年四季不同颜色,2022-05-14
M37****976,5分 超棒,2月中去的，还保留了很多冬季的气息，淡季去人很少，随便怎么拍都能避开人头，很不错，景色真的是一绝。秋天肯定更好看，还拍了漂亮的路人小姐姐。打算秋天再去一次。,2022-03-06
脑洞大开的阿丽丽,5分 超棒,一年四季都很美的地方，去了还想去！,2022-06-28
130****9181,5分 超棒,九寨沟景色非常漂亮，自然风光无限。,2022-06-20
xcs8289,5分 超棒,九寨沟的风景很好看，非常值得一看。,2022-06-17
320****411,5分 超棒,中国最美的山水景观，美得令人陶醉。,2022-06-07
来去之间210,5分 超棒,美如仙境的地方，去一百次也是应该的,2022-05-13
人渔,5分 超棒,确实是个童话世界，景色太美了啊，,2022-06-20
Xch8289,5分 超棒,九寨沟风景区景点众多，景色一流。,2022-06-17
我是Eva吖,5分 超棒,冬季的九寨沟是淡季，但是非常美,2022-04-26
M16****299,5分 超棒,九寨沟景区非常好看，值得一游,2022-05-13
簋潘冬冬,5分 超棒,九寨沟风景区真是中国的规律，保障地区在这里，你可以感受到水与山的独特魅力，其中水城的是独特灵魂，自带春夏秋冬各不相同，总有一种水能刘建你的心里。,2022-05-18
136****6631,5分 超棒,中国最美的水就是九寨沟！当之无愧的值得一来再来的神话般的世界！,2022-01-29
自然ydfr,5分 超棒,冬天的九寨沟游客比较少，所以可以节约很多时间，不用二进沟一天就可以游览完主要景点。景区设施很好，服务一流，景色就不用多说了，因为这里是九寨沟。,2021-12-30
dumingyu08,5分 超棒,美若天仙，人间天堂,2022-04-30
M45****425,5分 超棒,一定要去，秋天的时候，太美了。不去后悔,2022-02-28
小马168,5分 超棒,景色优美景色宜人,2022-06-06
_WeCh****26158,5分 超棒,非常值得去的地方,2022-06-03
VV有个旅行梦,5分 超棒,九寨的水翡翠般美,2022-05-18
M25****9643,5分 超棒,很好看很美,2022-06-24
Jungle66,5分 超棒,春节带孩子出游，先去的黄龙，水池基本结冰了，比较失望。然后到了九寨，才明白为何称九寨为天堂。九寨归来不看水，名不虚传！秋天还要来！,2022-02-07
这又菜又爱玩,5分 超棒,***,2022-02-08
,5分 超棒,盛夏季节带上可爱的小公主，来到九寨沟，赏景避暑两不误，还可以共享亲子好时光哦👍👍👍 🌟亮点特色： 九寨回来不看水，也不是第一次去了，但真的是N次都不够哦 五彩池的绚丽多彩，瀑布的壮观雄伟，感谢老天帮忙，之前正好下过雨，空山新雨后的九寨沟，远处的山峰上云雾缭绕，随处一拍皆是美景😎😎😎 而且游玩的当天也是阳光正好，小公主汉服一穿，行走在流水栈道上，古典美拉😝😝😝 归途已经是华灯初上，抬头一片靓丽星空，这里没有城市的喧嚣，只有自然和家人，最美体验哦,2021-07-27
e37****58,5分 超棒,九寨沟是期待很久的旅行了 售票大厅让在网上买 马上选择携程 方便快捷 而且刷二维码入场很是方便 这次旅游太完美了 九寨沟也是美如画,2022-01-14
